Year,Month,cnt_ArrDelay,cnt_DepDelay,cnt_AllFlights,% ArrDelay>5,% ArrDelay>10,% ArrDelay>20,% ArrDelay>30,% ArrDelay>45,% ArrDelay>60,% ArrDelay>90,% ArrDelay>120,% DepDelay>5,% DepDelay>10,% DepDelay>20,% DepDelay>30,% DepDelay>45,% DepDelay>60,% DepDelay>90,% DepDelay>120
1988.0,1.0,418890,421195,436950,49.8758623982,36.9240134642,21.6252476784,14.1941798563,8.46881042756,5.48616581919,2.58635918738,1.37004941631,35.5058820736,26.2928097437,16.0830494189,10.9668918197,6.78094469308,4.47607402747,2.17832595354,1.16596825698
1988.0,2.0,403994,405256,412579,46.6479700194,33.1220265648,17.7581845275,10.8763991544,6.15825977614,3.88619632965,1.83220542879,0.90273617925,31.7905225339,22.4290325128,12.6712497779,8.17088457666,4.9452691632,3.24905738595,1.55852103362,0.790858124247
1988.0,3.0,440902,441957,445080,44.0320071127,30.0436378152,14.5184190591,8.10973867209,4.19911907862,2.57177331924,1.16533832915,0.589927013259,29.3614537161,19.6286064029,9.97133205267,6.04877850108,3.46413791387,2.25519677254,1.06005787893,0.567476021423
1988.0,4.0,423847,424911,427325,38.0993613261,25.1175542118,11.9033519171,6.92584824241,3.89291418837,2.51411476311,1.16315557265,0.572140418594,25.0017062397,16.3989635477,8.46389008522,5.31758415292,3.22279253773,2.17245493762,1.04327729807,0.537288985223
1988.0,5.0,432218,433289,435916,37.6666404453,25.1708628516,12.88169396,8.08064448959,4.87578027755,3.19283324619,1.46291917505,0.738284846999,25.5337661468,17.1612941939,9.44311994996,6.28541227679,3.91470819707,2.58857252319,1.2093544955,0.604908040592
1988.0,6.0,429162,430096,431299,36.4734063128,23.5808389373,10.4787935558,5.62421649633,2.83459392957,1.69912527204,0.754260628853,0.390528518368,25.2980729884,15.9299319222,7.40323090659,4.25579405528,2.33552509207,1.44293367062,0.676825638927,0.366197314088
1988.0,7.0,436915,438368,441118,37.9481134774,25.5990295595,13.0352585743,7.85576141812,4.50362198597,2.93741345571,1.49525651443,0.847304395592,27.3482553471,18.3955033214,9.68775093072,6.06157383751,3.6378111541,2.46071793562,1.27267501277,0.770357325352
1988.0,8.0,443032,444291,446769,37.5559778978,24.653523899,11.5917134654,6.68687589158,3.60583434154,2.20638689756,1.0421369111,0.577836363965,26.6903898571,17.4279920142,8.65153694313,5.20694769869,2.95414491853,1.89875554535,0.92191829229,0.518579039413
1988.0,9.0,421229,422037,424075,34.4083621973,21.6502187646,9.45518945752,5.00867699043,2.50338889298,1.47307046761,0.629111480928,0.302923113081,20.4150347007,12.7112077851,5.9715143459,3.53926314517,1.97233891815,1.2472840059,0.572224710156,0.27959633871
1988.0,10.0,438541,439364,441670,38.2785189982,24.7582324116,11.0621355814,5.92966222086,2.99037034166,1.7879742145,0.697996310493,0.355496977478,24.2134084722,15.6435210896,7.74050673246,4.58344334083,2.54572518458,1.56976902978,0.653672126073,0.345044200253
1988.0,11.0,416293,417344,420861,43.7499549596,30.5549216537,15.8943340388,9.50124071267,5.27513073725,3.33034665488,1.55011013877,0.803040166421,29.3170621837,20.3762363901,11.1636923018,7.13032893728,4.20923746358,2.69298228799,1.25651740531,0.643354163472
1988.0,12.0,432474,433825,438454,45.0184288535,32.0627367194,17.0158206042,10.102803868,5.53536166336,3.45408047651,1.57258008574,0.80744738412,31.5857776753,22.456059471,12.4349680171,7.79461764536,4.50204575578,2.8924105342,1.34777848211,0.704662018095
1989.0,1.0,431260,432982,440022,42.8194128832,30.3503686871,16.4151555906,10.1381996939,5.76914158512,3.63006075221,1.61178871215,0.797198905533,29.3123039757,20.9676152819,12.007196604,7.81164113058,4.73506981814,3.03430627601,1.345552471,0.693562318988
1989.0,2.0,385612,387070,395176,47.780930054,35.1086065786,19.7939898136,12.1606692738,6.48812796282,3.7615530637,1.47791043847,0.700185678869,34.6885576252,25.2184359418,14.4395070659,8.99036350014,4.95879298318,2.98912341437,1.21450900354,0.596274575658
1989.0,3.0,410984,412323,435181,48.6481225546,35.6704883888,20.1754812839,12.6990345123,7.39736826738,4.75760613552,2.20738520234,1.11561520643,36.9862947253,26.6730209084,15.5557657468,10.1903119642,6.18713969388,4.05070781887,1.85437145151,0.970355764777
1989.0,4.0,402822,403518,405604,37.6178560257,24.5448361807,11.0686605995,5.87008653946,2.98295525071,1.82040702841,0.858691928445,0.477878566712,25.3051908465,16.1311267403,7.70275427614,4.48604523218,2.52702481674,1.62322374714,0.785590729534,0.443102909907
1989.0,5.0,412510,413637,416160,41.7538968752,28.6574870912,14.5026787229,8.49724855155,4.68109864003,2.94514072386,1.35730042908,0.712225158178,27.7056936396,18.4947187993,9.75202895292,6.1430674722,3.63628012001,2.32546894983,1.09250381373,0.592790296806
1989.0,6.0,401130,402571,406293,49.4702465535,36.3483160073,20.8284097425,13.5110811956,8.28384812904,5.62560765837,2.7599531324,1.49602373295,36.8320122413,26.4027960285,15.5406127118,10.5089537001,6.67211498096,4.56267341661,2.2269363665,1.21966063129
1989.0,7.0,412976,414213,417166,45.0139959707,31.5289508349,16.6038704428,10.0683816977,5.82818372012,3.80942233931,1.85216574329,0.977780791136,32.0533155647,21.9541636791,11.978378274,7.6728639613,4.68020076627,3.154657145,1.54123603074,0.844493050677
1989.0,8.0,422505,423393,426085,48.3828593744,34.5565141241,18.3846345014,10.9842487071,6.13270848866,3.86764653673,1.724713317,0.80330410291,34.9755428172,24.4548209347,13.323555184,8.45219453321,5.01189202467,3.24592045688,1.45656635797,0.681872397512
1989.0,9.0,408982,409873,415068,39.9071352773,27.4241898176,14.281313114,8.66297294257,4.91561975833,3.12409837108,1.31521680661,0.612985412561,26.1063792931,18.152452101,10.2014526451,6.65498825246,4.0607700434,2.60812495578,1.1005848153,0.537239583969
1989.0,10.0,431933,432923,437134,41.0561360211,28.1478840468,14.373757041,8.56660639497,4.71948195669,2.89489342097,1.25088844798,0.601019139542,27.6511065478,19.0144667758,10.5448312979,6.72013267948,3.93788271817,2.50460243508,1.087953285,0.551368257173
1989.0,11.0,413260,414324,417821,41.6432754198,29.4894255432,15.9161302812,9.75487586507,5.48202100373,3.37729274549,1.46275952185,0.709238735905,29.5737152567,20.6937083056,11.6568193008,7.46396539906,4.37025130091,2.77343335168,1.18989003775,0.593979590852
1989.0,12.0,418222,420208,429490,48.2894252335,36.6185901268,21.9445653265,14.1716600274,8.16982368216,5.21995495215,2.39705228324,1.21873072196,38.7129707193,29.2188630393,18.0032269733,11.9502722461,7.15383809923,4.655313559,2.22104291208,1.15395232837
1990.0,1.0,433348,435154,442700,40.277329075,28.6451073964,15.7358520173,9.91720280237,5.7422671848,3.70118242152,1.77755522121,0.939660503798,28.9212554636,20.5704187483,11.9681767834,7.87881991203,4.78474287264,3.12739857614,1.47235231665,0.776047100567
1990.0,2.0,387570,389204,396926,44.9433650695,33.2559279614,19.6986350853,13.2298681528,8.20393735325,5.52209923369,2.73060350388,1.41935650334,32.7154911049,24.3373654947,15.3122783939,10.7270223328,6.91642429163,4.74661103175,2.40131139454,1.2736251426
1990.0,3.0,437164,438521,444320,43.0863474577,30.7609958734,16.8916013212,10.6653338335,6.3264587203,4.12819902828,1.84415917139,0.897146151101,30.9205260409,21.9902809672,12.8196825238,8.52023050207,5.30670138944,3.47782660351,1.56548945204,0.772140900892
1990.0,4.0,430611,431436,433420,38.7735101983,25.847226383,12.1838503893,6.82309555492,3.53892492296,2.13324787337,0.88920162281,0.43240883303,23.5995605374,15.3227825216,7.86582482686,4.8051159384,2.72346303971,1.68437497103,0.733364855969,0.36900026887
1990.0,5.0,443713,444752,447371,39.3535911727,26.7920930872,13.4834904544,7.99931487245,4.38819687501,2.71233883163,1.16223775278,0.521508272239,23.1861801633,15.2950408317,8.21558981185,5.24089829838,3.10465158111,1.96851278915,0.852385149477,0.417760909451
1990.0,6.0,433444,434718,437395,40.114986019,27.5643451057,14.2279048735,8.65186736926,5.04471165825,3.28439198605,1.57667426473,0.825250782108,26.3837706283,17.4384313509,9.47349776177,6.14191268823,3.83351966102,2.57546271376,1.25989722073,0.688262275774
1990.0,7.0,450535,451832,455057,37.9007180352,25.8887766766,13.4633269335,8.28903414829,4.86599265318,3.17356032273,1.59188520315,0.891384687094,24.9940243276,16.6559694754,9.0108712973,5.90484959011,3.68876042423,2.49650312506,1.29893411711,0.735892986774
1990.0,8.0,453486,454815,457886,42.1516871524,29.3984819818,15.4900041016,9.54891661485,5.5159365449,3.56394684731,1.64635732966,0.839937726854,28.9961852621,19.6862460561,10.8334157844,7.08419906995,4.27404549102,2.80707540429,1.32097666084,0.686213075646
1990.0,9.0,431148,432221,435638,34.1789826231,22.2679915018,10.3685973262,5.82352231716,3.17686734022,2.05219553378,1.00058448607,0.524877768191,20.6419863912,13.352428503,6.88837423448,4.28276275331,2.57692245402,1.73776841014,0.829668155874,0.456479439916
1990.0,10.0,451046,452107,455047,37.6781969023,25.0446739357,12.0375748815,6.81659963729,3.59187311272,2.16385911858,0.896804317076,0.412818204795,23.2829838954,15.2247145034,7.86716418901,4.82341569584,2.74890678534,1.70335783343,0.7259343474,0.351686658247
1990.0,11.0,425824,426747,428781,34.5675678214,22.6518467724,10.3420662058,5.66572104907,2.91387991283,1.72536071241,0.724008040881,0.352962726385,22.6644827029,14.384401062,7.15388743213,4.29200439605,2.37939575439,1.47230091834,0.646753228494,0.318221334889
1990.0,12.0,424592,426928,436352,46.5778912462,35.6601160644,22.4938293703,15.7026039115,10.1657591288,7.03074951954,3.70308437276,2.0506745299,36.0557283664,27.5135385826,18.1564572949,13.0897950006,8.73004347337,6.11461417382,3.22021511824,1.78484428288
1991.0,1.0,416206,417840,427264,44.4402531439,32.6158200506,18.7979029615,12.0699845749,7.14237661158,4.55735861569,2.05331013969,1.04948030543,32.7874305954,23.7191269385,14.3487937967,9.68361095156,5.93767949454,3.83424277235,1.7533026996,0.911832280299
1991.0,2.0,379661,380965,387120,35.2048274645,23.8960546382,12.1724380434,7.27807175349,4.10076357593,2.59520993729,1.18447773145,0.619236634787,25.4587691783,17.0257110233,9.30872914835,5.94096570551,3.56436943026,2.29732390115,1.07358943735,0.590080453585
1991.0,3.0,424281,425323,429314,38.3413351057,26.9057534983,14.1045674918,8.35389753489,4.58021924149,2.81205144704,1.19307722948,0.558120679455,26.9150739556,18.3378279566,9.99381646419,6.32342948771,3.69601455835,2.3212946396,1.0058238092,0.496563787992
1991.0,4.0,418299,419337,422196,34.9742648201,23.3180093665,11.4635703169,6.81330818386,3.89434351983,2.51255680745,1.18742813155,0.6251509088,24.3047954271,15.7047911346,8.25183563578,5.28882497848,3.22556797993,2.10117399609,1.02232810365,0.548246398481
1991.0,5.0,426500,427502,430116,34.5526377491,23.0429073857,11.5477139508,7.08909730363,4.22438452521,2.82579132474,1.41172332943,0.749355216882,23.3690134783,15.1395782944,8.13142394655,5.33611538659,3.35483810602,2.24958011892,1.12958535866,0.597424105618
1991.0,6.0,421876,422847,424589,33.4562762518,21.5527785416,10.0588798604,5.74979377827,3.18292578862,2.02429149798,0.831998027857,0.39822127829,23.1887656765,14.2595312252,6.98030256807,4.35618557067,2.6200966307,1.71480464565,0.696705900716,0.351190856267
1991.0,7.0,437977,438964,441122,34.250200353,22.3135004806,10.7823013537,6.43093130461,3.75932982782,2.41633693093,1.17312096297,0.663733483722,23.6171986769,14.986878195,7.64162892629,4.84390519496,2.94192690061,1.95004601744,0.981173854804,0.561549466471
1991.0,8.0,438558,439374,441583,36.3418293589,24.0581633444,11.5754358603,6.60459961966,3.58766685364,2.19720082634,0.956543946297,0.474509642966,25.1676248481,15.8948868162,7.95654726952,4.89378069708,2.87021990377,1.81280640184,0.788621994019,0.411494535407
1991.0,9.0,415003,415592,417757,29.9988192856,18.4345655333,7.846931227,4.24430666766,2.1857673318,1.29444847387,0.549393618841,0.291805119481,17.715451693,10.5817725077,5.06049202102,3.10280274885,1.73415272671,1.06017440182,0.461269706828,0.238936264413
1991.0,10.0,428638,429854,433382,35.4588253958,23.3740358998,11.2869134328,6.7366869013,3.91052589831,2.53850568545,1.20124673967,0.610771793448,22.3752716038,14.3572003517,7.68237587646,4.99076430602,3.07034481475,1.98695370986,0.933107520228,0.479697757843
1991.0,11.0,398313,399246,402937,36.2712238867,24.2455054191,11.6310539701,6.58050327255,3.57055883187,2.24923615348,1.02030312844,0.513415329151,23.6691162842,15.2044103134,7.83752373224,4.92603557706,2.91048626661,1.9206203694,0.890929401923,0.457362127611
1991.0,12.0,415523,416576,419545,39.3239363405,27.4237527165,14.1518038713,8.26259918224,4.41564004881,2.65183876705,1.11233313198,0.535710417955,30.4297415118,20.6147257643,11.0140766631,6.80332040252,3.7976263635,2.32514595176,0.96981103088,0.494987709326
1992.0,1.0,417893,419156,425458,36.556965539,24.8989573886,12.4512734121,7.25161704073,3.99815263716,2.47431758847,1.0639087039,0.505871120119,24.9296204754,16.3762417811,8.66670165762,5.47099409289,3.264894216,2.07703098608,0.88797488286,0.429672961857
1992.0,2.0,392503,393298,396469,35.8359044389,23.6258066817,11.153035773,6.22262759775,3.1620140483,1.87081372626,0.735535779344,0.319233228791,23.8279879379,15.1864489522,7.64280520115,4.66974151915,2.59930129317,1.58607468128,0.655736871278,0.29570452939
1992.0,3.0,420123,421385,426851,37.64945028,25.7386527279,13.0590327118,7.75582388967,4.28231732136,2.65279453874,1.15680407881,0.566500762872,27.2190514613,17.9389394497,9.49725310583,5.94373316563,3.47995301209,2.21555109935,0.97820283114,0.497407359066
1992.0,4.0,413302,414117,416271,31.6940155141,20.0790221194,8.72606471781,4.68785536968,2.41953825532,1.44954536876,0.612143178596,0.291796313592,20.4335972684,12.2518515299,5.76769367111,3.43598548236,1.95403714409,1.21004450433,0.525455366479,0.26731575859
1992.0,5.0,423007,423610,425558,32.5450879063,20.5185729787,8.68307143853,4.42734990201,2.1519738444,1.2366225618,0.514175888342,0.240421553308,20.5585326125,12.0492906211,5.37499114752,3.0650834494,1.69330280211,1.05852080923,0.452774958098,0.220957956611
1992.0,6.0,422916,423711,425510,40.1082011558,27.0824466324,13.3042968344,7.59276073736,4.09750399607,2.59673315741,1.21584428113,0.639134012428,27.9692998294,17.435941007,8.54190710177,5.16507713984,3.02470315852,2.01835685172,0.948523875944,0.497272905353
1992.0,7.0,436318,437577,440210,41.0505640382,28.0868540835,14.3995892904,8.71336960657,5.08436507318,3.44106821172,1.8493392434,1.08728037807,29.2830747503,18.7162487974,9.67943927583,6.15114596974,3.86903333585,2.69278321301,1.48408165877,0.897213518992
1992.0,8.0,436930,437801,442131,40.7614492024,27.5744398416,13.5028494267,7.8790652965,4.36568786762,2.80548371593,1.3505595862,0.718879454375,30.2829367681,19.2633182656,9.48056308688,5.6966521319,3.39126680844,2.25239321061,1.11854472694,0.614434411982
1992.0,9.0,418314,419040,422574,33.1834459282,21.295247111,9.79360002295,5.57069569749,3.19807608638,2.14575653696,1.14579000464,0.682979771177,21.9124665903,13.3681748759,6.53970981291,4.06977854143,2.52887552501,1.73348606338,0.918528064147,0.555794196258
1992.0,10.0,425435,426028,435690,31.1974802261,19.339029464,8.12885634703,4.24083585036,2.21608471329,1.39739325631,0.663086017841,0.379611456509,20.7068549485,12.23299877,5.51700827176,3.1906353573,1.82992667149,1.13912700574,0.52649121654,0.303031725614
1992.0,11.0,404900,405621,409266,36.2435169178,24.4220795258,11.7288219313,6.58039021981,3.34848110645,1.97357372191,0.793282291924,0.353173623117,25.7082350273,16.2442279862,8.00007889138,4.62525362346,2.53339940486,1.53468385513,0.634335993452,0.29510306419
1992.0,12.0,416296,417977,426169,44.971126314,33.0997655514,18.6617214674,11.5617253108,6.39376789592,3.92389069316,1.66275919058,0.793185617926,35.0134098288,24.7269586604,13.9112917696,8.7263174768,4.99477243963,3.17984003905,1.39457434261,0.70434497592
1993.0,1.0,414005,415205,422755,40.0661827756,28.6759821741,15.8116447869,9.82669291434,5.45379886716,3.27218270311,1.30916293281,0.589123319767,30.6186100842,21.1815850002,11.9639696054,7.6053997423,4.32075721631,2.65314724052,1.05562312593,0.510591153767
1993.0,2.0,375102,376146,383950,40.4324690351,29.1851283118,16.3704805626,10.4446257285,6.20791144809,3.98398302328,1.86829182462,0.997595320739,30.9284160938,21.4913889819,12.2457769058,8.03570953832,4.86779069829,3.21311405678,1.54381543337,0.846213970107
1993.0,3.0,414711,416168,432980,43.1690984806,31.3435139169,17.9370694291,11.6888628467,7.18765598212,4.88918789229,2.60277639127,1.46559893516,33.4737413737,23.4835451068,13.7213817497,9.32147594241,5.99229157456,4.16370311989,2.22530324292,1.21825801119
1993.0,4.0,415954,416609,420051,36.6379455421,24.2151776398,11.6714829044,6.92119801709,4.04467801728,2.71881025306,1.35784245373,0.701519879602,25.0256235463,15.657847046,8.02047003305,5.17727653507,3.25581060419,2.25151160921,1.12239533951,0.57007889892
1993.0,5.0,427802,428373,430185,31.6209367885,19.6626009229,8.44830084946,4.48852506533,2.35576271266,1.44833357488,0.67764994086,0.390835012459,19.7311688645,11.4636076503,5.16442446186,3.03497185864,1.75921451632,1.15343403996,0.567729525437,0.324950452059
1993.0,6.0,420447,421528,424599,35.6296988681,23.6186725081,11.5412882004,6.84485797259,3.95412501457,2.64837185186,1.36402447871,0.799149476628,24.9857660701,15.501224118,7.68727107096,4.80537473193,2.99268376003,2.04683911864,1.04144920385,0.615143003549
1993.0,7.0,433564,434268,436269,32.0146506629,20.5277652204,9.40368665295,5.16832578351,2.66281333321,1.59215248498,0.674640883468,0.34204869408,22.764974624,13.2911013476,5.93711717188,3.44142326858,1.9667578546,1.22827378485,0.552654121418,0.299124043218
1993.0,8.0,438661,439362,441745,34.2262020102,22.6441375003,11.0693679174,6.53169531825,3.63560927459,2.32457410164,1.09173142814,0.551906825544,24.6316249471,15.2591712529,7.4760675707,4.61328016533,2.69914102722,1.77302543233,0.826425589833,0.430852008139
1993.0,9.0,412803,413538,416357,32.8878423849,21.6522166748,10.6476939363,6.35726969039,3.61625278886,2.270574584,0.983277737807,0.471895795331,21.4933089583,13.4957367884,6.94736638471,4.41483007608,2.68101117672,1.72269537503,0.753981496259,0.389323351179
1993.0,10.0,425166,425869,428476,35.9861795158,23.9562900138,11.8885329495,6.95022649977,3.72489803982,2.22948213169,0.97444292347,0.493924725872,24.4093841064,15.5226137615,8.07431393222,4.98674475015,2.77268361867,1.68197262538,0.747412936842,0.38979122688
1993.0,11.0,402116,402784,407900,37.2949596634,25.530692636,12.9517353202,7.75199196252,4.49895055158,2.97700166121,1.40158561211,0.68064936486,28.1408894097,18.4210395646,9.6828573131,6.18619408914,3.83083737189,2.53734011281,1.17879558274,0.607521649321
1993.0,12.0,419992,420806,425234,40.5867254614,28.6893559877,15.2833863502,9.22136612126,5.05081049163,3.08672546144,1.27692908436,0.57429665327,31.545415227,21.5876199484,11.8451257824,7.33188214997,4.15939886789,2.56697860772,1.05630623138,0.484308683812
1994.0,1.0,401573,403266,423861,45.048347374,33.7258730044,20.4296603606,13.6675025462,8.41366326919,5.56835245397,2.6784669288,1.37832971838,36.8337524116,26.9551611095,16.4298502725,11.2077388126,7.05464879261,4.66813468034,2.20698000823,1.13771059301
1994.0,2.0,368590,370027,386954,41.6327084294,30.3583927942,17.6255459996,11.5998806262,7.17979326623,4.92634092081,2.54700344556,1.43194335169,33.1348793466,23.3947792999,13.8552051607,9.33310271953,5.9671321282,4.16618246777,2.11822380529,1.17558988939
1994.0,3.0,429448,430309,435516,35.1395279522,23.7234775805,11.9804958924,7.13916469514,4.07080717572,2.59635625268,1.19665244686,0.571431232652,27.8495220876,18.1358047357,9.43112972306,5.86508764632,3.49539516952,2.2583771197,0.997190391091,0.471986409766
1994.0,4.0,417694,418526,420995,35.3304093427,23.7377122966,12.2376668087,7.69414930547,4.56937375208,2.95838580396,1.43095184513,0.736424272314,25.59482565,16.6104375833,9.01114865026,5.87370916024,3.60598863631,2.37452392444,1.16050137865,0.572485341412
1994.0,5.0,434101,434752,436432,30.5143273109,18.8373212686,8.23379812532,4.55746473747,2.48421450308,1.56276995446,0.713889164042,0.361666985333,20.7118081113,12.2071893861,5.6899105697,3.3897486383,1.99907073458,1.2841804063,0.614143235684,0.306611585456
1994.0,6.0,422641,423805,426490,37.7462196048,25.3775663033,12.9776808213,8.01649626988,4.81614419803,3.30848166647,1.79324769722,1.06567985595,28.291785137,18.0297542502,9.39866212055,5.99898538243,3.75243331249,2.6096907776,1.42872311558,0.852986633003
1994.0,7.0,438641,439924,443736,39.9043865029,27.5893042374,14.9498108932,9.50184775249,5.81386600888,3.94422773977,2.05133583044,1.15880640433,31.3147270892,20.6115147162,11.1505623699,7.22306580227,4.51555268637,3.10780953074,1.63755557778,0.90833871305
1994.0,8.0,447543,448659,451086,35.7194727657,23.4147333329,11.2722129494,6.6409261233,3.80678504635,2.50299971176,1.30021025913,0.745626677213,27.1899148351,16.8696047555,8.34219306868,5.12371310951,3.07494110226,2.06682580757,1.06829462911,0.621184463033
1994.0,9.0,428568,429114,430861,30.0953407627,18.46708107,7.94063019171,4.31950122268,2.23978458494,1.32861062889,0.560471150436,0.246635306416,20.7783945525,12.0897943204,5.49853884982,3.18516757785,1.75920617831,1.09038623769,0.451162162036,0.221619429802
1994.0,10.0,446462,447177,449369,32.6307726077,20.8136414745,9.58401834871,5.59442908915,3.26119580166,2.20399496486,1.11364461029,0.54427924437,23.5063520709,14.2080205377,7.10054407986,4.46579318704,2.75394306952,1.89835344841,0.926031526666,0.456418822972
